Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    38.235         -2.62753895       -2.62753895       -8.8818e-16
    38.250         -2.62758271       -2.62758271       -8.8818e-16
    38.265         -2.62763051       -2.62763051       -8.8818e-16
    38.280         -2.62768276       -2.62768276       -8.8818e-16
    38.295         -2.62773987       -2.62773987       -8.8818e-16
    38.310         -2.62780219       -2.62780219       -8.8818e-16
    38.325         -2.62787006       -2.62787006       -8.8818e-16
    38.340         -2.62794379       -2.62794379       -8.8818e-16
    38.355         -2.62802366       -2.62802366       -8.8818e-16
    38.370         -2.62810992       -2.62810992       -8.8818e-16
    38.385         -2.62820280       -2.62820280       -8.8818e-16
    38.400         -2.62830250       -2.62830250       -8.8818e-16
    38.415         -2.62840919       -2.62840919       -8.8818e-16
    38.430         -2.62852302       -2.62852302       -8.8818e-16
    38.445         -2.62864410       -2.62864410       -8.8818e-16
    38.460         -2.62877251       -2.62877251       -8.8818e-16
    38.475         -2.62890833       -2.62890833       -8.8818e-16
    38.490         -2.62905157       -2.62905157       -8.8818e-16
    38.505         -2.62920224       -2.62920224       -8.8818e-16
    38.520         -2.62936032       -2.62936032       -1.3323e-15
    38.535         -2.62952576       -2.62952576       -1.3323e-15
    38.550         -2.62969847       -2.62969847       -1.3323e-15
    38.565         -2.62987834       -2.62987834       -1.3323e-15
    38.580         -2.63006524       -2.63006524       -1.3323e-15
    38.595         -2.63025900       -2.63025900       -1.3323e-15
    38.610         -2.63045943       -2.63045943       -1.3323e-15
    38.625         -2.63066631       -2.63066631       -1.3323e-15
    38.640         -2.63087939       -2.63087939       -1.3323e-15
    38.655         -2.63109838       -2.63109838       -1.3323e-15
    38.670         -2.63132300       -2.63132300       -1.3323e-15
    38.685         -2.63155290       -2.63155290       -1.3323e-15
    38.700         -2.63178773       -2.63178773       -1.3323e-15
    38.715         -2.63202711       -2.63202711       -1.3323e-15
    38.730         -2.63227062       -2.63227062       -1.3323e-15
    38.745         -2.63251782       -2.63251782       -1.3323e-15
    38.760         -2.63276825       -2.63276825       -1.3323e-15
    38.775         -2.63302141       -2.63302141       -1.3323e-15
    38.790         -2.63327680       -2.63327680       -1.3323e-15
    38.805         -2.63353387       -2.63353387       -1.3323e-15
    38.820         -2.63379206       -2.63379206       -1.3323e-15
    38.835         -2.63405076       -2.63405076       -1.3323e-15
    38.850         -2.63430937       -2.63430937       -1.3323e-15
    38.865         -2.63456723       -2.63456723       -1.3323e-15
    38.880         -2.63482370       -2.63482370       -1.3323e-15
    38.895         -2.63507808       -2.63507808       -1.3323e-15
    38.910         -2.63532965       -2.63532965       -1.3323e-15
    38.925         -2.63557769       -2.63557769       -1.3323e-15
    38.940         -2.63582144       -2.63582144       -1.3323e-15
    38.955         -2.63606011       -2.63606011       -1.3323e-15
    38.970         -2.63629292       -2.63629292       -1.3323e-15
    38.985         -2.63651903       -2.63651903       -1.3323e-15
    39.000         -2.63673761       -2.63673761       -1.3323e-15
    39.015         -2.63694779       -2.63694779       -1.3323e-15
    39.030         -2.63714870       -2.63714870       -1.3323e-15
    39.045         -2.63733943       -2.63733943       -1.3323e-15
    39.060         -2.63751906       -2.63751906       -1.3323e-15
    39.075         -2.63768667       -2.63768667       -1.3323e-15
    39.090         -2.63784129       -2.63784129       -1.3323e-15
    39.105         -2.63798195       -2.63798195       -1.3323e-15
    39.120         -2.63810766       -2.63810766       -1.3323e-15
    39.135         -2.63821743       -2.63821743       -1.3323e-15
    39.150         -2.63831023       -2.63831023       -1.3323e-15
    39.165         -2.63838503       -2.63838503       -1.3323e-15
    39.180         -2.63844078       -2.63844078       -8.8818e-16
    39.195         -2.63847643       -2.63847643       -4.4409e-16
    39.210         -2.63849090       -2.63849090       -4.4409e-16
    39.225         -2.63848310       -2.63848310       -4.4409e-16
    39.240         -2.63845194       -2.63845194       -4.4409e-16
    39.255         -2.63839631       -2.63839631       -4.4409e-16
    39.270         -2.63831509       -2.63831509       -4.4409e-16
    39.285         -2.63820716       -2.63820716       -4.4409e-16
    39.300         -2.63807138       -2.63807138       -4.4409e-16
    39.315         -2.63790661       -2.63790661       -4.4409e-16
    39.330         -2.63771169       -2.63771169       -4.4409e-16
    39.345         -2.63748547       -2.63748547       -4.4409e-16
    39.360         -2.63722678       -2.63722678       -4.4409e-16
    39.375         -2.63693446       -2.63693446       -4.4409e-16
    39.390         -2.63660732       -2.63660732       -4.4409e-16
    39.405         -2.63624420       -2.63624420       -4.4409e-16
    39.420         -2.63584391       -2.63584391       -4.4409e-16
    39.435         -2.63540527       -2.63540527       -4.4409e-16
    39.450         -2.63492709       -2.63492709       -4.4409e-16
    39.465         -2.63440819       -2.63440819       -4.4409e-16
    39.480         -2.63384738       -2.63384738       -4.4409e-16
    39.495         -2.63324348       -2.63324348       -4.4409e-16
    39.510         -2.63259530       -2.63259530       -4.4409e-16
    39.525         -2.63190165       -2.63190165       -4.4409e-16
    39.540         -2.63116136       -2.63116136        0.0000e+00
    39.555         -2.63037325       -2.63037325        0.0000e+00
    39.570         -2.62953615       -2.62953615        4.4409e-16
    39.585         -2.62864889       -2.62864889        4.4409e-16
    39.600         -2.62771031       -2.62771031        4.4409e-16
    39.615         -2.62671925       -2.62671925        4.4409e-16
    39.630         -2.62567456       -2.62567456        4.4409e-16
    39.645         -2.62457511       -2.62457511        4.4409e-16
    39.660         -2.62341975       -2.62341975        4.4409e-16
    39.675         -2.62220736       -2.62220736        4.4409e-16
    39.690         -2.62093683       -2.62093683        4.4409e-16
    39.705         -2.61960706       -2.61960706        4.4409e-16
    39.720         -2.61821695       -2.61821695        4.4409e-16
    39.735         -2.61676542       -2.61676542        4.4409e-16
    39.750         -2.61525140       -2.61525140        4.4409e-16
    39.765         -2.61367384       -2.61367384        4.4409e-16
    39.780         -2.61203169       -2.61203169        4.4409e-16
    39.795         -2.61032393       -2.61032393        4.4409e-16
    39.810         -2.60854955       -2.60854955        4.4409e-16
    39.825         -2.60670755       -2.60670755        4.4409e-16
    39.840         -2.60479695       -2.60479695        4.4409e-16
    39.855         -2.60281678       -2.60281678        4.4409e-16
    39.870         -2.60076611       -2.60076611        4.4409e-16
    39.885         -2.59864401       -2.59864401        4.4409e-16
    39.900         -2.59644956       -2.59644956        4.4409e-16
    39.915         -2.59418188       -2.59418188        4.4409e-16
    39.930         -2.59184010       -2.59184010        4.4409e-16
    39.945         -2.58942337       -2.58942337        4.4409e-16
    39.960         -2.58693086       -2.58693086        4.4409e-16
    39.975         -2.58436178       -2.58436178        4.4409e-16
    39.990         -2.58171533       -2.58171533        4.4409e-16
    40.005         -2.57899076       -2.57899076        4.4409e-16
    40.020         -2.57618732       -2.57618732        4.4409e-16
    40.035         -2.57330432       -2.57330432        4.4409e-16
    40.050         -2.57034105       -2.57034105        4.4409e-16
    40.065         -2.56729686       -2.56729686        8.8818e-16
    40.080         -2.56417110       -2.56417110        8.8818e-16
    40.095         -2.56096316       -2.56096316        8.8818e-16
    40.110         -2.55767246       -2.55767246        8.8818e-16
    40.125         -2.55429844       -2.55429844        8.8818e-16
    40.140         -2.55084056       -2.55084056        8.8818e-16
    40.155         -2.54729832       -2.54729832        8.8818e-16
    40.170         -2.54367124       -2.54367124        8.8818e-16
    40.185         -2.53995887       -2.53995887        8.8818e-16
    40.200         -2.53616080       -2.53616080        8.8818e-16
    40.215         -2.53227663       -2.53227663        8.8818e-16
    40.230         -2.52830600       -2.52830600        8.8818e-16
    40.245         -2.52424858       -2.52424858        8.8818e-16
    40.260         -2.52010406       -2.52010406        8.8818e-16
    40.275         -2.51587219       -2.51587219        8.8818e-16
    40.290         -2.51155272       -2.51155272        8.8818e-16
    40.305         -2.50714543       -2.50714543        8.8818e-16
    40.320         -2.50265016       -2.50265016        8.8818e-16
    40.335         -2.49806676       -2.49806676        8.8818e-16
    40.350         -2.49339511       -2.49339511        8.8818e-16
    40.365         -2.48863515       -2.48863515        8.8818e-16
    40.380         -2.48378680       -2.48378680        8.8818e-16
    40.395         -2.47885008       -2.47885008        8.8818e-16
    40.410         -2.47382498       -2.47382498        8.8818e-16
    40.425         -2.46871157       -2.46871157        8.8818e-16
    40.440         -2.46350992       -2.46350992        8.8818e-16
    40.455         -2.45822016       -2.45822016        8.8818e-16
    40.470         -2.45284244       -2.45284244        8.8818e-16
    40.485         -2.44737694       -2.44737694        8.8818e-16
    40.500         -2.44182389       -2.44182389        8.8818e-16
    40.515         -2.43618354       -2.43618354        8.8818e-16
    40.530         -2.43045619       -2.43045619        8.8818e-16
    40.545         -2.42464214       -2.42464214        8.8818e-16
    40.560         -2.41874176       -2.41874176        8.8818e-16
    40.575         -2.41275545       -2.41275545        8.8818e-16
    40.590         -2.40668364       -2.40668364        8.8818e-16
    40.605         -2.40052677       -2.40052677        8.8818e-16
    40.620         -2.39428536       -2.39428536        8.8818e-16
    40.635         -2.38795993       -2.38795993        8.8818e-16
